ticket_id,created_date,resolved_date,category,priority,sla_target_hours,first_response_hours,resolution_time_hours,sla_breached,status,assigned_team,agent_name,location,channel,customer_satisfaction
INC100222,2025-07-20 10:59:11,2025-07-20 14:29:11,Access Management,High,8,0.19,3.5,False,Closed,Service Desk L1,A. Khan,HQ - Dubai,Phone,3
INC102051,2025-07-20 15:35:40,2025-07-21 08:00:16,Printer,Low,48,16.41,16.41,False,Resolved,App Support,H. Osei,HQ - Dubai,Phone,3
INC100962,2025-07-20 20:08:14,2025-07-21 16:55:02,Hardware,Medium,24,6.5,20.78,False,Resolved,Desktop Support,H. Osei,Branch - London,Phone,4
INC102250,2025-07-21 02:25:13,2025-07-21 07:43:13,Software,High,8,2.51,5.3,False,Closed,Systems Admin,A. Khan,HQ - Dubai,Chat,3
INC100401,2025-07-21 08:08:03,2025-07-23 00:39:51,Network,Medium,24,9.05,40.53,True,Resolved,Service Desk L1,C. Novak,Branch - London,Phone,2
INC102158,2025-07-21 18:49:27,2025-07-23 16:29:03,Printer,Low,48,9.53,45.66,False,Resolved,Network Ops,I. Rossi,HQ - Dubai,Email,4
INC100355,2025-07-22 03:09:52,2025-07-23 10:00:52,Hardware,Medium,24,9.15,30.85,True,Reopened,App Support,J. Kim,Branch - London,Phone,
INC100478,2025-07-22 03:28:41,2025-07-22 10:53:17,Printer,Medium,24,3.81,7.41,False,Resolved,Security Team,I. Rossi,HQ - Dubai,Email,4
INC102194,2025-07-22 09:27:58,2025-07-22 10:53:46,Hardware,Critical,4,1.43,1.43,False,Resolved,Security Team,K. Meyer,Branch - New York,Self-Service Portal,5
INC101784,2025-07-22 11:26:12,2025-07-22 23:25:36,Application Support,Medium,24,5.11,11.99,False,Resolved,Security Team,A. Khan,Remote,Self-Service Portal,4
INC102774,2025-07-22 12:43:20,2025-07-22 15:52:56,Email,High,8,0.43,3.16,False,Closed,Network Ops,J. Kim,HQ - Dubai,Email,5
INC100674,2025-07-22 12:49:23,2025-07-23 02:31:59,Printer,Medium,24,3.59,13.71,False,Resolved,Desktop Support,L. Fernandes,Branch - New York,Phone,4
INC100638,2025-07-23 00:35:37,2025-07-23 19:32:01,Access Management,High,8,2.63,18.94,True,Reopened,Network Ops,A. Khan,Remote,Chat,
INC101690,2025-07-23 01:52:30,2025-07-24 13:00:54,Network,Low,48,2.78,35.14,False,Resolved,App Support,G. Petrov,HQ - Dubai,Self-Service Portal,4
INC101662,2025-07-23 02:14:20,2025-07-23 11:20:20,Network,Medium,24,5.45,9.1,False,Resolved,Systems Admin,G. Petrov,HQ - Dubai,Walk-in,4
INC101211,2025-07-23 02:16:29,2025-07-26 21:11:41,Network,Low,48,9.26,90.92,True,Reopened,Security Team,A. Khan,HQ - Dubai,Self-Service Portal,
INC102244,2025-07-23 05:51:22,2025-07-24 01:45:58,Hardware,Low,48,7.34,19.91,False,Resolved,Service Desk L1,C. Novak,HQ - Dubai,Self-Service Portal,4
INC102027,2025-07-23 06:29:08,2025-07-24 22:30:56,Application Support,Low,48,13.93,40.03,False,Reopened,Systems Admin,J. Kim,Branch - Singapore,Self-Service Portal,
INC101349,2025-07-23 06:51:23,2025-07-23 08:38:11,Application Support,Critical,4,1.78,1.78,False,Resolved,Systems Admin,I. Rossi,Remote,Phone,3
INC100796,2025-07-23 07:05:10,2025-07-23 08:32:46,Network,High,8,1.46,1.46,False,Resolved,Service Desk L1,L. Fernandes,Branch - London,Self-Service Portal,5
INC100380,2025-07-23 08:19:47,2025-07-26 17:59:59,Email,Medium,24,6.08,81.67,True,Resolved,Network Ops,F. Torres,HQ - Dubai,Self-Service Portal,3
INC100891,2025-07-23 16:24:28,2025-07-23 19:49:04,Application Support,High,8,3.41,3.41,False,Closed,App Support,D. Ahmed,Branch - London,Self-Service Portal,4
INC100339,2025-07-23 17:43:52,2025-07-24 15:47:28,Email,Low,48,16.57,22.06,False,Resolved,Network Ops,H. Osei,Branch - Singapore,Self-Service Portal,3
INC101386,2025-07-23 18:49:11,2025-07-23 20:35:23,Access Management,Critical,4,1.77,1.77,False,Closed,Security Team,K. Meyer,HQ - Dubai,Self-Service Portal,5
INC101509,2025-07-23 21:19:37,2025-07-24 01:50:13,Hardware,Medium,24,4.51,4.51,False,Resolved,Security Team,I. Rossi,HQ - Dubai,Phone,5
INC101019,2025-07-23 22:38:59,2025-07-24 00:31:11,Software,High,8,1.87,1.87,False,Resolved,Service Desk L1,H. Osei,HQ - Dubai,Phone,5
INC101306,2025-07-24 01:33:52,2025-07-26 14:11:04,Application Support,Medium,24,2.07,60.62,True,Closed,Desktop Support,A. Khan,Branch - Singapore,Email,4
INC102067,2025-07-24 04:12:57,2025-07-25 02:00:21,Network,Medium,24,2.33,21.79,False,Closed,App Support,H. Osei,Remote,Email,3
INC102967,2025-07-24 05:09:40,2025-07-24 13:30:04,Printer,High,8,1.93,8.34,True,Closed,Security Team,I. Rossi,Branch - New York,Chat,4
INC101820,2025-07-24 07:40:47,2025-07-24 16:19:11,Application Support,Low,48,8.64,8.64,False,Resolved,Service Desk L1,H. Osei,Branch - London,Email,5
INC101751,2025-07-24 10:27:36,2025-07-24 18:44:24,Software,High,8,1.38,8.28,True,Closed,Security Team,K. Meyer,Branch - Singapore,Email,4
INC101507,2025-07-24 11:45:11,,Software,Low,48,10.98,28.23,False,Reopened,App Support,C. Novak,Remote,Email,
INC100756,2025-07-24 13:52:16,2025-07-24 20:22:52,Access Management,Medium,24,6.51,6.51,False,Resolved,Service Desk L1,K. Meyer,Branch - London,Self-Service Portal,5
INC102045,2025-07-24 17:19:51,2025-07-26 13:11:27,Application Support,Low,48,1.82,43.86,False,Resolved,Desktop Support,G. Petrov,Branch - London,Self-Service Portal,3
INC101407,2025-07-24 18:17:24,2025-07-25 03:09:00,Security Incident,High,8,1.35,8.86,True,Resolved,Desktop Support,F. Torres,Remote,Email,3
INC102634,2025-07-24 20:56:36,2025-07-25 05:17:36,Hardware,Medium,24,8.35,8.35,False,Resolved,Desktop Support,C. Novak,Branch - Singapore,Phone,5
INC102662,2025-07-25 00:50:57,2025-07-25 14:19:45,Hardware,Medium,24,7.61,13.48,False,Resolved,Security Team,G. Petrov,Remote,Phone,5
INC100197,2025-07-25 10:46:04,2025-07-25 17:48:28,Application Support,Medium,24,0.09,7.04,False,Closed,Service Desk L1,H. Osei,Remote,Chat,5
INC101680,2025-07-25 12:00:55,2025-07-27 10:30:19,Email,Medium,24,3.06,46.49,True,Resolved,Security Team,J. Kim,HQ - Dubai,Chat,3
INC100149,2025-07-25 17:02:03,2025-07-25 18:31:27,Network,High,8,1.49,1.49,False,Closed,Service Desk L1,A. Khan,HQ - Dubai,Self-Service Portal,5
INC100559,2025-07-25 19:24:22,2025-07-26 09:15:22,Software,Medium,24,2.37,13.85,False,Resolved,Security Team,G. Petrov,Remote,Email,5
INC102965,2025-07-25 21:33:20,2025-07-26 14:15:20,Security Incident,Low,48,7.03,16.7,False,Resolved,App Support,E. Zhou,Branch - Singapore,Chat,4
INC101554,2025-07-25 22:57:29,2025-07-27 05:43:05,Security Incident,Low,48,15.21,30.76,False,Closed,Systems Admin,I. Rossi,Branch - New York,Email,5
INC102074,2025-07-26 01:29:29,2025-07-26 03:03:05,Application Support,Critical,4,1.56,1.56,False,Resolved,Systems Admin,E. Zhou,Remote,Email,4
INC101286,2025-07-26 02:28:53,2025-07-27 02:08:29,Software,Low,48,3.92,23.66,False,Resolved,Service Desk L1,H. Osei,Remote,Phone,5
INC102520,2025-07-26 02:52:15,2025-07-27 05:31:15,Access Management,Medium,24,3.45,26.65,True,Resolved,Security Team,B. Silva,Remote,Email,3
INC101269,2025-07-26 03:21:11,2025-07-28 20:45:47,Software,Low,48,17.23,65.41,True,Resolved,Desktop Support,F. Torres,Remote,Self-Service Portal,3
INC100785,2025-07-26 05:04:34,2025-07-28 02:57:22,Access Management,Low,48,0.62,45.88,False,Resolved,Network Ops,D. Ahmed,HQ - Dubai,Phone,5
INC102095,2025-07-26 05:05:20,,Network,Medium,24,7.53,7.53,False,Reopened,Service Desk L1,A. Khan,HQ - Dubai,Chat,
INC102627,2025-07-26 05:53:13,2025-07-26 11:43:01,Access Management,Medium,24,4.41,5.83,False,Resolved,Desktop Support,J. Kim,Remote,Email,4
INC101582,2025-07-26 06:44:58,2025-07-26 09:44:22,Printer,High,8,0.48,2.99,False,Reopened,Security Team,J. Kim,HQ - Dubai,Email,
INC100096,2025-07-26 07:06:53,2025-07-27 16:56:41,Application Support,Low,48,6.59,33.83,False,Resolved,Security Team,F. Torres,Branch - London,Walk-in,4
INC102174,2025-07-26 07:15:59,2025-07-27 05:12:59,Printer,Medium,24,11.26,21.95,False,Reopened,Desktop Support,G. Petrov,Branch - New York,Phone,
INC102819,2025-07-26 07:29:49,2025-07-26 22:52:01,Software,Medium,24,4.22,15.37,False,Resolved,Service Desk L1,D. Ahmed,Remote,Phone,5
INC101014,2025-07-26 18:22:37,2025-07-26 23:10:01,Email,High,8,1.53,4.79,False,Resolved,Service Desk L1,J. Kim,Branch - London,Phone,2
INC101363,2025-07-26 19:48:37,2025-07-27 00:29:25,Hardware,Medium,24,4.68,4.68,False,Resolved,Network Ops,I. Rossi,HQ - Dubai,Self-Service Portal,4
INC100491,2025-07-26 23:25:50,2025-07-27 06:15:02,Software,Low,48,6.82,6.82,False,Resolved,Systems Admin,A. Khan,HQ - Dubai,Phone,5
INC100646,2025-07-27 00:01:33,2025-07-27 14:00:57,Access Management,Medium,24,3.41,13.99,False,Resolved,Network Ops,J. Kim,HQ - Dubai,Phone,5
INC100975,2025-07-27 00:46:45,2025-07-27 07:47:21,Network,Low,48,7.01,7.01,False,Closed,Systems Admin,K. Meyer,Remote,Phone,4
INC102337,2025-07-27 07:22:02,2025-07-27 12:20:14,Software,High,8,1.5,4.97,False,Reopened,Systems Admin,H. Osei,Branch - London,Self-Service Portal,
INC102122,2025-07-27 09:49:29,2025-08-01 16:54:53,Printer,Low,48,12.18,127.09,True,Resolved,Systems Admin,D. Ahmed,Remote,Email,4
INC102261,2025-07-27 15:39:26,,Hardware,Medium,24,8.36,17.5,False,Reopened,Desktop Support,L. Fernandes,HQ - Dubai,Email,
INC101844,2025-07-27 17:26:21,2025-07-28 04:08:57,Access Management,Medium,24,6.04,10.71,False,Closed,Security Team,E. Zhou,HQ - Dubai,Chat,4
INC100527,2025-07-27 18:03:58,2025-07-28 10:37:34,Hardware,Low,48,16.56,16.56,False,Resolved,Systems Admin,J. Kim,Branch - New York,Self-Service Portal,5
INC100964,2025-07-27 19:34:25,2025-07-28 08:21:13,Application Support,Medium,24,8.94,12.78,False,Closed,Desktop Support,L. Fernandes,Branch - London,Email,5
INC102686,2025-07-27 20:21:43,2025-07-27 22:25:55,Software,Critical,4,0.34,2.07,False,Closed,Service Desk L1,J. Kim,Branch - Singapore,Self-Service Portal,5
INC101027,2025-07-27 22:01:43,2025-07-29 12:25:43,Access Management,Low,48,23.47,38.4,False,Closed,Network Ops,F. Torres,HQ - Dubai,Self-Service Portal,4
INC102233,2025-07-27 23:42:25,2025-07-31 05:10:01,Security Incident,Low,48,9.09,77.46,True,Resolved,Desktop Support,H. Osei,Remote,Self-Service Portal,3
INC102675,2025-07-28 03:54:28,2025-07-29 06:26:52,Network,Medium,24,8.85,26.54,True,Resolved,Network Ops,K. Meyer,HQ - Dubai,Phone,2
INC102519,2025-07-28 06:24:36,2025-07-29 08:24:36,Network,Low,48,13.68,26.0,False,Resolved,Network Ops,A. Khan,Remote,Chat,3
INC102477,2025-07-28 08:50:27,2025-07-28 23:54:03,Hardware,Medium,24,5.11,15.06,False,Reopened,Systems Admin,G. Petrov,Branch - Singapore,Email,
INC101301,2025-07-28 12:08:51,2025-07-29 08:31:03,Security Incident,Low,48,20.37,20.37,False,Resolved,Security Team,C. Novak,Remote,Email,5
INC100567,2025-07-28 18:26:42,2025-07-30 10:11:06,Access Management,Medium,24,2.66,39.74,True,Closed,Desktop Support,G. Petrov,HQ - Dubai,Self-Service Portal,3
INC102433,2025-07-28 20:38:36,2025-07-30 01:12:12,Hardware,Low,48,2.17,28.56,False,Resolved,Systems Admin,C. Novak,Branch - London,Walk-in,3
INC100094,2025-07-28 21:35:57,2025-07-29 21:35:57,Access Management,Critical,4,0.43,24.0,True,Resolved,Security Team,C. Novak,Branch - London,Self-Service Portal,4
INC101081,2025-07-29 04:28:52,2025-07-29 15:12:40,Access Management,Medium,24,0.82,10.73,False,Resolved,Service Desk L1,A. Khan,Branch - London,Email,4
INC101624,2025-07-29 07:00:01,2025-07-30 15:22:13,Printer,Medium,24,10.68,32.37,True,Resolved,Desktop Support,F. Torres,HQ - Dubai,Phone,2
INC101246,2025-07-29 09:29:08,2025-07-30 22:43:32,Access Management,Low,48,14.75,37.24,False,Closed,Service Desk L1,F. Torres,HQ - Dubai,Chat,3
INC100998,2025-07-29 11:58:19,2025-07-30 07:31:19,Software,Medium,24,9.5,19.55,False,Resolved,App Support,I. Rossi,Branch - London,Phone,4
INC101863,2025-07-29 12:08:06,2025-07-31 00:09:18,Email,Low,48,3.61,36.02,False,Resolved,Network Ops,B. Silva,HQ - Dubai,Self-Service Portal,5
INC100818,2025-07-29 14:26:53,2025-07-30 07:49:05,Software,Low,48,14.11,17.37,False,Resolved,Network Ops,I. Rossi,HQ - Dubai,Self-Service Portal,5
INC101074,2025-07-29 20:10:54,2025-07-30 19:26:30,Application Support,Medium,24,10.26,23.26,False,Resolved,Security Team,A. Khan,HQ - Dubai,Email,4
INC100747,2025-07-29 20:52:27,2025-07-30 10:47:39,Access Management,Medium,24,9.89,13.92,False,Reopened,App Support,C. Novak,Branch - New York,Self-Service Portal,
INC102697,2025-07-30 00:07:19,2025-07-30 23:36:07,Software,Low,48,22.78,23.48,False,Reopened,Service Desk L1,K. Meyer,Branch - New York,Self-Service Portal,
INC100252,2025-07-30 04:51:06,,Software,High,8,2.43,4.55,False,Reopened,Service Desk L1,H. Osei,Branch - Singapore,Phone,
INC101358,2025-07-30 04:53:54,2025-07-30 08:43:06,Hardware,Critical,4,1.88,3.82,False,Reopened,Service Desk L1,H. Osei,Remote,Walk-in,
INC102526,2025-07-30 06:31:37,2025-07-30 10:59:13,Security Incident,High,8,3.8,4.46,False,Reopened,Desktop Support,C. Novak,HQ - Dubai,Self-Service Portal,
INC102551,2025-07-30 16:09:21,2025-08-02 19:35:45,Network,Low,48,16.81,75.44,True,Resolved,Desktop Support,A. Khan,HQ - Dubai,Chat,3
INC100122,2025-07-30 16:18:08,2025-07-31 02:57:08,Access Management,Medium,24,10.65,10.65,False,Resolved,Security Team,J. Kim,Branch - Singapore,Chat,4
INC100258,2025-07-31 11:56:32,2025-08-02 16:29:32,Email,Medium,24,11.63,52.55,True,Reopened,Security Team,L. Fernandes,Remote,Email,
INC102297,2025-07-31 13:39:13,2025-08-01 01:00:13,Hardware,Medium,24,4.27,11.35,False,Resolved,Desktop Support,G. Petrov,HQ - Dubai,Chat,4
INC100127,2025-07-31 14:13:20,2025-08-05 16:13:56,Software,Low,48,19.19,122.01,True,Closed,Systems Admin,B. Silva,Remote,Phone,3
INC100424,2025-07-31 19:01:57,2025-07-31 22:03:09,Hardware,High,8,2.97,3.02,False,Resolved,Desktop Support,G. Petrov,HQ - Dubai,Self-Service Portal,5
INC100895,2025-07-31 22:40:53,2025-08-06 22:40:53,Access Management,Medium,24,9.57,144.0,True,Resolved,Service Desk L1,G. Petrov,Branch - Singapore,Walk-in,2
INC102717,2025-08-01 02:41:58,2025-08-02 06:14:58,Software,Low,48,14.17,27.55,False,Resolved,Security Team,L. Fernandes,Branch - New York,Self-Service Portal,4
INC102275,2025-08-01 04:08:46,2025-08-01 20:29:10,Access Management,Low,48,16.34,16.34,False,Resolved,Security Team,F. Torres,HQ - Dubai,Email,3
INC100285,2025-08-01 06:09:05,2025-08-01 20:34:17,Access Management,Medium,24,1.49,14.42,False,Resolved,Desktop Support,D. Ahmed,Remote,Email,3
INC102182,2025-08-01 08:12:19,2025-08-01 12:56:07,Access Management,High,8,3.2,4.73,False,Resolved,Security Team,L. Fernandes,HQ - Dubai,Phone,4
INC100214,2025-08-01 09:59:33,2025-08-02 11:57:09,Printer,Low,48,9.03,25.96,False,Resolved,Desktop Support,J. Kim,HQ - Dubai,Self-Service Portal,4
INC102797,2025-08-01 10:16:46,2025-08-01 12:18:34,Security Incident,High,8,2.03,2.03,False,Resolved,Security Team,D. Ahmed,HQ - Dubai,Email,3
INC100371,2025-08-01 10:59:35,2025-08-02 02:54:11,Printer,Low,48,3.76,15.91,False,Resolved,Systems Admin,J. Kim,Branch - New York,Self-Service Portal,4
INC101560,2025-08-01 11:39:06,2025-08-01 13:05:30,Security Incident,High,8,0.44,1.44,False,Resolved,App Support,I. Rossi,HQ - Dubai,Self-Service Portal,4
INC100663,2025-08-01 13:47:24,2025-08-01 16:59:24,Hardware,Medium,24,3.2,3.2,False,Resolved,Network Ops,H. Osei,HQ - Dubai,Phone,3
INC100322,2025-08-01 18:53:54,2025-08-02 13:36:30,Email,Low,48,18.71,18.71,False,Resolved,Systems Admin,C. Novak,HQ - Dubai,Self-Service Portal,3
INC101836,2025-08-02 01:40:09,2025-08-02 12:04:45,Network,Medium,24,6.55,10.41,False,Resolved,Service Desk L1,K. Meyer,HQ - Dubai,Self-Service Portal,5
INC101872,2025-08-02 09:56:49,2025-08-02 14:42:25,Software,High,8,3.1,4.76,False,Resolved,Security Team,K. Meyer,Branch - London,Self-Service Portal,5
INC102107,2025-08-02 13:50:59,2025-08-02 18:40:47,Access Management,Low,48,4.83,4.83,False,Resolved,Service Desk L1,D. Ahmed,Remote,Chat,5
INC100408,2025-08-02 22:45:39,2025-08-03 12:31:15,Software,Low,48,6.11,13.76,False,Resolved,App Support,L. Fernandes,Branch - New York,Self-Service Portal,5
INC101353,2025-08-03 00:01:59,2025-08-04 08:51:47,Printer,Low,48,0.63,32.83,False,Resolved,Service Desk L1,H. Osei,HQ - Dubai,Email,4
INC101541,2025-08-03 00:54:06,2025-08-04 02:16:54,Printer,Low,48,12.33,25.38,False,Resolved,Desktop Support,D. Ahmed,Remote,Self-Service Portal,5
INC102286,2025-08-03 01:37:20,2025-08-03 09:00:08,Hardware,High,8,2.37,7.38,False,Closed,Security Team,C. Novak,Remote,Email,3
INC102111,2025-08-03 02:33:46,2025-08-03 14:27:46,Access Management,Medium,24,5.92,11.9,False,Resolved,Systems Admin,I. Rossi,Remote,Email,5
INC101670,2025-08-03 04:21:52,2025-08-04 11:49:28,Printer,Low,48,5.84,31.46,False,Resolved,Network Ops,H. Osei,Branch - London,Chat,5
INC100557,2025-08-03 11:11:39,2025-08-04 02:50:03,Application Support,Low,48,15.64,15.64,False,Resolved,Network Ops,H. Osei,Remote,Email,4
INC102178,2025-08-03 12:01:48,2025-08-04 13:59:24,Software,Medium,24,8.4,25.96,True,Resolved,Desktop Support,H. Osei,HQ - Dubai,Self-Service Portal,3
INC100019,2025-08-03 15:08:27,2025-08-03 19:34:51,Email,High,8,2.89,4.44,False,Resolved,Service Desk L1,E. Zhou,Branch - Singapore,Chat,4
INC100114,2025-08-03 15:20:56,2025-08-03 21:37:44,Hardware,High,8,1.57,6.28,False,Closed,Security Team,D. Ahmed,Branch - New York,Email,5
INC102939,2025-08-03 17:36:23,2025-08-04 00:44:47,Printer,High,8,3.71,7.14,False,Resolved,Network Ops,L. Fernandes,HQ - Dubai,Self-Service Portal,4
INC102381,2025-08-04 01:38:09,2025-08-04 05:38:09,Access Management,High,8,1.81,4.0,False,Closed,App Support,E. Zhou,HQ - Dubai,Self-Service Portal,5
INC100064,2025-08-04 07:28:01,2025-08-05 03:22:01,Access Management,Medium,24,0.58,19.9,False,Resolved,Security Team,H. Osei,Remote,Self-Service Portal,5
INC102531,2025-08-04 14:35:33,2025-08-05 02:48:09,Access Management,Medium,24,1.06,12.21,False,Resolved,Desktop Support,H. Osei,Branch - Singapore,Email,2
INC100894,2025-08-04 15:46:23,2025-08-06 02:21:47,Printer,Low,48,7.01,34.59,False,Reopened,Desktop Support,K. Meyer,Remote,Email,
INC102484,2025-08-04 19:24:46,2025-08-05 01:07:22,Network,Critical,4,0.17,5.71,True,Resolved,Systems Admin,G. Petrov,HQ - Dubai,Email,2
INC100887,2025-08-04 20:10:19,2025-08-05 14:18:43,Email,Low,48,7.11,18.14,False,Resolved,Service Desk L1,D. Ahmed,HQ - Dubai,Phone,4
INC102906,2025-08-04 23:29:52,2025-08-05 00:59:52,Application Support,Critical,4,1.5,1.5,False,Resolved,Network Ops,E. Zhou,Remote,Self-Service Portal,3
INC102693,2025-08-05 03:03:56,2025-08-05 11:25:32,Network,High,8,3.41,8.36,True,Resolved,Desktop Support,H. Osei,Branch - London,Email,1
INC102258,2025-08-05 04:55:13,2025-08-06 20:43:13,Software,Medium,24,6.44,39.8,True,Resolved,Network Ops,I. Rossi,Branch - London,Self-Service Portal,4
INC102919,2025-08-05 05:47:35,2025-08-05 16:04:59,Hardware,Medium,24,2.83,10.29,False,Resolved,Security Team,C. Novak,Branch - Singapore,Email,4
INC100306,2025-08-05 08:27:27,2025-08-06 10:11:51,Network,Low,48,20.29,25.74,False,Resolved,App Support,J. Kim,Branch - London,Self-Service Portal,3
INC101677,2025-08-05 10:15:51,2025-08-05 13:19:27,Email,Critical,4,1.4,3.06,False,Resolved,App Support,J. Kim,Branch - London,Phone,5
INC101714,2025-08-05 14:38:14,2025-08-06 05:37:02,Access Management,Low,48,11.45,14.98,False,Resolved,Desktop Support,C. Novak,HQ - Dubai,Phone,5
INC102642,2025-08-05 16:00:27,2025-08-06 13:19:03,Printer,Medium,24,5.77,21.31,False,Reopened,App Support,A. Khan,Branch - Singapore,Email,
INC101121,2025-08-05 18:06:23,2025-08-06 12:36:23,Access Management,Low,48,15.46,18.5,False,Resolved,Security Team,F. Torres,Remote,Email,3
INC100044,2025-08-05 19:12:50,2025-08-06 03:15:50,Application Support,Medium,24,3.34,8.05,False,Resolved,Desktop Support,H. Osei,HQ - Dubai,Chat,4
INC102156,2025-08-06 03:47:05,2025-08-06 06:12:53,Security Incident,Critical,4,1.27,2.43,False,Resolved,Desktop Support,B. Silva,HQ - Dubai,Phone,4
INC100554,2025-08-06 03:53:24,2025-08-12 02:11:24,Software,Low,48,15.74,142.3,True,Resolved,Desktop Support,G. Petrov,Branch - Singapore,Self-Service Portal,4
INC100759,2025-08-06 10:00:51,2025-08-07 05:47:39,Hardware,High,8,2.28,19.78,True,Resolved,App Support,L. Fernandes,Remote,Self-Service Portal,3
INC101707,2025-08-06 10:22:56,2025-08-06 18:45:44,Application Support,Low,48,8.38,8.38,False,Resolved,Service Desk L1,K. Meyer,Branch - London,Self-Service Portal,5
INC101698,2025-08-06 15:16:36,2025-08-06 17:23:12,Hardware,High,8,1.94,2.11,False,Closed,Systems Admin,I. Rossi,Branch - New York,Email,3
INC102818,2025-08-06 19:47:19,2025-08-07 20:07:07,Email,Medium,24,9.77,24.33,True,Reopened,Security Team,K. Meyer,Branch - Singapore,Phone,
INC102255,2025-08-06 19:50:15,2025-08-08 05:52:03,Application Support,Medium,24,9.84,34.03,True,Closed,Systems Admin,C. Novak,Remote,Chat,2
INC102431,2025-08-06 21:46:05,2025-08-07 01:27:29,Hardware,High,8,2.47,3.69,False,Closed,Desktop Support,F. Torres,Remote,Self-Service Portal,5
INC101466,2025-08-07 06:09:30,2025-08-08 06:53:18,Application Support,Low,48,16.49,24.73,False,Resolved,Network Ops,H. Osei,HQ - Dubai,Chat,5
INC101562,2025-08-07 08:07:54,2025-08-07 16:17:30,Access Management,Medium,24,1.77,8.16,False,Resolved,Service Desk L1,C. Novak,Remote,Email,5
INC100396,2025-08-07 11:40:37,2025-08-07 13:12:25,Printer,High,8,1.53,1.53,False,Resolved,Systems Admin,K. Meyer,Branch - London,Phone,5
INC100139,2025-08-07 14:23:54,2025-08-07 23:52:06,Email,High,8,1.88,9.47,True,Closed,Service Desk L1,A. Khan,Remote,Phone,3
INC100906,2025-08-07 15:46:48,2025-08-08 15:33:00,Network,Medium,24,2.38,23.77,False,Resolved,Desktop Support,F. Torres,Branch - New York,Chat,4
INC101813,2025-08-07 16:45:40,2025-08-08 04:07:16,Email,Medium,24,4.49,11.36,False,Resolved,App Support,F. Torres,HQ - Dubai,Chat,3
INC100162,2025-08-07 17:41:46,2025-08-07 19:44:10,Software,High,8,2.04,2.04,False,Resolved,Systems Admin,E. Zhou,Branch - London,Chat,5
INC102012,2025-08-07 19:58:21,2025-08-08 06:39:09,Access Management,Medium,24,7.24,10.68,False,Reopened,Desktop Support,J. Kim,Branch - London,Email,
INC100620,2025-08-08 05:33:03,2025-08-09 04:26:27,Application Support,Low,48,11.19,22.89,False,Resolved,App Support,G. Petrov,Branch - Singapore,Phone,5
INC101339,2025-08-08 12:43:58,2025-08-09 12:57:10,Network,Low,48,9.89,24.22,False,Resolved,Service Desk L1,B. Silva,Remote,Email,5
INC101899,2025-08-08 16:09:51,2025-08-08 18:38:03,Access Management,High,8,2.43,2.47,False,Resolved,Systems Admin,B. Silva,Branch - London,Phone,4
INC101251,2025-08-08 19:13:09,2025-08-09 01:06:33,Network,Medium,24,4.74,5.89,False,Resolved,Service Desk L1,J. Kim,Remote,Phone,5
INC100473,2025-08-08 19:39:43,2025-08-09 02:27:43,Access Management,High,8,3.2,6.8,False,Resolved,Service Desk L1,K. Meyer,Branch - Singapore,Chat,4
INC100129,2025-08-09 00:02:15,2025-08-09 14:10:03,Printer,Medium,24,4.98,14.13,False,Resolved,Systems Admin,J. Kim,Remote,Phone,4
INC100141,2025-08-09 00:16:41,2025-08-11 18:16:41,Printer,Low,48,4.5,66.0,True,Resolved,Network Ops,E. Zhou,Branch - London,Self-Service Portal,3
INC101138,2025-08-09 03:59:07,2025-08-10 06:05:07,Hardware,Low,48,13.1,26.1,False,Resolved,Service Desk L1,I. Rossi,Remote,Self-Service Portal,3
INC101755,2025-08-09 04:12:05,2025-08-10 03:35:29,Access Management,Medium,24,2.68,23.39,False,Resolved,Security Team,E. Zhou,HQ - Dubai,Phone,5
INC101255,2025-08-09 06:49:39,2025-08-09 23:51:27,Network,Low,48,17.03,17.03,False,Resolved,Systems Admin,J. Kim,HQ - Dubai,Chat,3
INC101522,2025-08-09 12:35:22,2025-08-10 12:04:46,Security Incident,High,8,1.37,23.49,True,Resolved,Desktop Support,C. Novak,HQ - Dubai,Walk-in,4
INC100091,2025-08-09 19:04:11,2025-08-11 17:05:59,Access Management,Low,48,14.51,46.03,False,Closed,Service Desk L1,A. Khan,Branch - London,Phone,4
INC100083,2025-08-09 20:43:49,2025-08-11 21:31:49,Security Incident,Low,48,8.55,48.8,True,Resolved,Network Ops,C. Novak,HQ - Dubai,Phone,5
INC101204,2025-08-10 00:31:05,2025-08-10 02:04:05,Software,Critical,4,0.08,1.55,False,Reopened,Security Team,F. Torres,Remote,Email,
INC101001,2025-08-10 04:15:33,2025-08-10 06:44:21,Hardware,High,8,2.48,2.48,False,Closed,Network Ops,J. Kim,HQ - Dubai,Self-Service Portal,4
INC101838,2025-08-10 06:54:11,2025-08-10 10:03:11,Hardware,High,8,0.34,3.15,False,Resolved,Systems Admin,F. Torres,Branch - London,Phone,3
INC102336,2025-08-10 16:52:31,2025-08-10 20:14:07,Network,High,8,3.36,3.36,False,Resolved,Systems Admin,A. Khan,Remote,Self-Service Portal,2
INC101920,2025-08-10 17:07:33,2025-08-11 20:02:45,Network,Low,48,10.45,26.92,False,Reopened,Network Ops,H. Osei,Branch - Singapore,Phone,
INC101926,2025-08-10 18:23:02,2025-08-11 01:56:38,Network,Medium,24,7.41,7.56,False,Resolved,App Support,C. Novak,HQ - Dubai,Email,4
